build_id,date,session_id,variant,body_serial,reed_id,mouthpiece_id,bore_profile_id,temperature_f,humidity_pct,a4_reference_hz,hole_state,target_note,target_hz,measured_hz,cents_error,response_rating_1_5,onset_pressure_in_h2o,dynamic_level,leak_status,pass_condition,blocking_unknowns,action_taken,next_cut_or_hole_change,notes
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,all closed,C4,261.63,,,,mp,unknown,"root measured within +/- 15 cents before final tone-hole tuning","reed/mouthpiece setup, bore profile, measured root pitch, response",,,
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,K01,C#4,277.18,,,,mp,unknown,"keyed note measured after leak-light or suction pass","pad seal, measured keyed pitch, response",,,
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,H01,D4,293.66,,,,mp,unknown,"tone hole measured within +/- 12 cents after final enlargement","measured pitch, final hole diameter, response",,,
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,H02,E4,329.63,,,,mp,unknown,"tone hole measured within +/- 12 cents after final enlargement","measured pitch, final hole diameter, response",,,
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,H03,F4,349.23,,,,mp,unknown,"tone hole measured within +/- 12 cents after final enlargement","measured pitch, final hole diameter, response",,,
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,H04,G4,392.0,,,,mp,unknown,"tone hole measured within +/- 12 cents after final enlargement","measured pitch, final hole diameter, response",,,
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,H05,A4,440.0,,,,mp,unknown,"tone hole measured within +/- 12 cents after final enlargement","measured pitch, final hole diameter, response",,,
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,K02,Bb4,466.16,,,,mp,unknown,"keyed note measured after leak-light or suction pass","pad seal, measured keyed pitch, response",,,
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,H06,B4,493.88,,,,mp,unknown,"tone hole measured within +/- 12 cents after final enlargement","measured pitch, final hole diameter, response",,,
CLM-SOP-C4-P1,,CLM-SOP-C4-P1-S01,Soprano C,CLM-SOP-C4-BODY-001,REED-001,MP-001,BORE-001,,,440,H07,C5,523.25,,,,mp,unknown,"tone hole measured within +/- 12 cents after final enlargement","measured pitch, final hole diameter, response",,,
